#Name (cmd = mergePeaks ./motif//bg.clean.pos ./motif//target.clean..pos -d 200 -cobound 1 -prefix ./motif//0.805857143904181.2.tmp)	chr	start	end	strand	stat	stat2	./motif//target.clean..pos
BGdKO-na_vs_Null_peak_14280	chr7	107375753	107375953	+	26.0	0.000	WT-na_vs_Null_peak_21841
BGdKO-na_vs_Null_peak_14281	chr7	107520588	107520788	+	66.3	0.000	WT-na_vs_Null_peak_21842
BGdKO-na_vs_Null_peak_14282	chr7	107641701	107641901	+	10.3	0.000	WT-na_vs_Null_peak_21844
BGdKO-na_vs_Null_peak_14283	chr7	107644262	107644462	+	39.5	0.000	WT-na_vs_Null_peak_21845
BGdKO-na_vs_Null_peak_14284	chr7	107685416	107685616	+	23.9	0.000	WT-na_vs_Null_peak_21847
BGdKO-na_vs_Null_peak_14285	chr7	107739292	107739492	+	12.0	0.000	WT-na_vs_Null_peak_21849
BGdKO-na_vs_Null_peak_14286	chr7	107755830	107756030	+	49.9	0.000	WT-na_vs_Null_peak_21850
BGdKO-na_vs_Null_peak_14287	chr7	107811850	107812050	+	10.3	0.000	WT-na_vs_Null_peak_21852
BGdKO-na_vs_Null_peak_14288	chr7	108004775	108004975	+	14.6	0.000	WT-na_vs_Null_peak_21856
BGdKO-na_vs_Null_peak_14289	chr7	108012140	108012340	+	77.7	0.000	WT-na_vs_Null_peak_21858
BGdKO-na_vs_Null_peak_14290	chr7	108081346	108081546	+	14.8	0.000	WT-na_vs_Null_peak_21859
BGdKO-na_vs_Null_peak_14291	chr7	108243367	108243567	+	22.8	0.000	WT-na_vs_Null_peak_21862
BGdKO-na_vs_Null_peak_14292	chr7	108256842	108257042	+	13.8	0.000	WT-na_vs_Null_peak_21863
BGdKO-na_vs_Null_peak_14293	chr7	108450570	108450770	+	19.8	0.000	WT-na_vs_Null_peak_21866
BGdKO-na_vs_Null_peak_14294	chr7	108459325	108459525	+	54.0	0.000	WT-na_vs_Null_peak_21867
BGdKO-na_vs_Null_peak_14295	chr7	108526215	108526415	+	11.1	0.000	WT-na_vs_Null_peak_21869
BGdKO-na_vs_Null_peak_14296	chr7	108526564	108526764	+	17.7	0.000	WT-na_vs_Null_peak_21870
BGdKO-na_vs_Null_peak_14297	chr7	108561398	108561598	+	14.8	0.000	WT-na_vs_Null_peak_21871
BGdKO-na_vs_Null_peak_14298	chr7	108606434	108606634	+	7.64	0.000	WT-na_vs_Null_peak_21872
BGdKO-na_vs_Null_peak_14299	chr7	108615185	108615385	+	41.6	0.000	WT-na_vs_Null_peak_21873
BGdKO-na_vs_Null_peak_14300	chr7	108686816	108687016	+	24.3	0.000	WT-na_vs_Null_peak_21876
BGdKO-na_vs_Null_peak_14301	chr7	108696305	108696505	+	17.4	0.000	WT-na_vs_Null_peak_21877
BGdKO-na_vs_Null_peak_14302	chr7	108704132	108704332	+	23.6	0.000	WT-na_vs_Null_peak_21878
BGdKO-na_vs_Null_peak_14303	chr7	108729515	108729715	+	42.5	0.000	WT-na_vs_Null_peak_21879
BGdKO-na_vs_Null_peak_14304	chr7	108749019	108749219	+	21.7	0.000	WT-na_vs_Null_peak_21880
BGdKO-na_vs_Null_peak_14306	chr7	108783156	108783356	+	16.7	0.000	WT-na_vs_Null_peak_21881
BGdKO-na_vs_Null_peak_14307	chr7	108812117	108812317	+	21.7	0.000	WT-na_vs_Null_peak_21883
BGdKO-na_vs_Null_peak_14308	chr7	109044750	109044950	+	27.2	0.000	WT-na_vs_Null_peak_21885
BGdKO-na_vs_Null_peak_14310	chr7	109054192	109054392	+	37.9	0.000	WT-na_vs_Null_peak_21886
BGdKO-na_vs_Null_peak_14311	chr7	109082326	109082526	+	45.9	0.000	WT-na_vs_Null_peak_21887
BGdKO-na_vs_Null_peak_14312	chr7	109119073	109119273	+	15.7	0.000	WT-na_vs_Null_peak_21888
BGdKO-na_vs_Null_peak_14313	chr7	109119375	109119575	+	9.43	0.000	WT-na_vs_Null_peak_21889
BGdKO-na_vs_Null_peak_14314	chr7	109127457	109127657	+	7.05	0.000	WT-na_vs_Null_peak_21890
BGdKO-na_vs_Null_peak_14315	chr7	109213595	109213795	+	14.8	0.000	WT-na_vs_Null_peak_21891
BGdKO-na_vs_Null_peak_14317	chr7	109358866	109359066	+	27.3	0.000	WT-na_vs_Null_peak_21892
BGdKO-na_vs_Null_peak_14318	chr7	109399156	109399356	+	9.97	0.000	WT-na_vs_Null_peak_21894
BGdKO-na_vs_Null_peak_14319	chr7	109406718	109406918	+	30.5	0.000	WT-na_vs_Null_peak_21895
BGdKO-na_vs_Null_peak_14320	chr7	109415328	109415528	+	38.1	0.000	WT-na_vs_Null_peak_21896
BGdKO-na_vs_Null_peak_14321	chr7	109415632	109415832	+	14.4	0.000	WT-na_vs_Null_peak_21897
BGdKO-na_vs_Null_peak_14322	chr7	109486529	109486729	+	13.8	0.000	WT-na_vs_Null_peak_21900
BGdKO-na_vs_Null_peak_14323	chr7	109566031	109566231	+	20.7	0.000	WT-na_vs_Null_peak_21901
BGdKO-na_vs_Null_peak_14324	chr7	109590153	109590353	+	31.6	0.000	WT-na_vs_Null_peak_21902
BGdKO-na_vs_Null_peak_14325	chr7	109713888	109714088	+	15.7	0.000	WT-na_vs_Null_peak_21904
BGdKO-na_vs_Null_peak_14326	chr7	109835694	109835894	+	28.2	0.000	WT-na_vs_Null_peak_21905
BGdKO-na_vs_Null_peak_14327	chr7	110911163	110911363	+	30.5	0.000	WT-na_vs_Null_peak_21907
BGdKO-na_vs_Null_peak_14328	chr7	111392791	111392991	+	43.6	0.000	WT-na_vs_Null_peak_21910
BGdKO-na_vs_Null_peak_14329	chr7	111436601	111436801	+	29.0	0.000	WT-na_vs_Null_peak_21911
BGdKO-na_vs_Null_peak_14330	chr7	111439270	111439470	+	13.0	0.000	WT-na_vs_Null_peak_21912
BGdKO-na_vs_Null_peak_14331	chr7	111440214	111440414	+	10.9	0.000	WT-na_vs_Null_peak_21913
BGdKO-na_vs_Null_peak_14332	chr7	111463931	111464131	+	40.4	0.000	WT-na_vs_Null_peak_21916
BGdKO-na_vs_Null_peak_14333	chr7	111501826	111502026	+	68.8	0.000	WT-na_vs_Null_peak_21917
BGdKO-na_vs_Null_peak_14334	chr7	111594594	111594794	+	52.1	0.000	WT-na_vs_Null_peak_21920
BGdKO-na_vs_Null_peak_14335	chr7	111594905	111595105	+	12.2	0.000	WT-na_vs_Null_peak_21921
BGdKO-na_vs_Null_peak_14336	chr7	111613698	111613898	+	42.8	0.000	WT-na_vs_Null_peak_21922
BGdKO-na_vs_Null_peak_14337	chr7	112548563	112548763	+	22.5	0.000	WT-na_vs_Null_peak_21924
BGdKO-na_vs_Null_peak_14338	chr7	112702769	112702969	+	25.7	0.000	WT-na_vs_Null_peak_21926
BGdKO-na_vs_Null_peak_14339	chr7	112788815	112789015	+	40.4	0.000	WT-na_vs_Null_peak_21927
BGdKO-na_vs_Null_peak_14340	chr7	112884959	112885159	+	9.26	0.000	WT-na_vs_Null_peak_21930
BGdKO-na_vs_Null_peak_14341	chr7	112892934	112893134	+	50.1	0.000	WT-na_vs_Null_peak_21931
BGdKO-na_vs_Null_peak_14342	chr7	112900675	112900875	+	27.1	0.000	WT-na_vs_Null_peak_21932
BGdKO-na_vs_Null_peak_14343	chr7	112959562	112959762	+	67.4	0.000	WT-na_vs_Null_peak_21933
BGdKO-na_vs_Null_peak_14344	chr7	113101080	113101280	+	26.0	0.000	WT-na_vs_Null_peak_21934
BGdKO-na_vs_Null_peak_14345	chr7	113198684	113198884	+	45.9	0.000	WT-na_vs_Null_peak_21935
BGdKO-na_vs_Null_peak_14346	chr7	113357452	113357652	+	26.2	0.000	WT-na_vs_Null_peak_21936
BGdKO-na_vs_Null_peak_14347	chr7	113414558	113414758	+	10.4	0.000	WT-na_vs_Null_peak_21939
BGdKO-na_vs_Null_peak_14348	chr7	113440530	113440730	+	34.1	0.000	WT-na_vs_Null_peak_21940
BGdKO-na_vs_Null_peak_14349	chr7	113672682	113672882	+	31.7	0.000	WT-na_vs_Null_peak_21941
BGdKO-na_vs_Null_peak_14350	chr7	113694843	113695043	+	14.8	0.000	WT-na_vs_Null_peak_21942
BGdKO-na_vs_Null_peak_14351	chr7	113788045	113788245	+	7.82	0.000	WT-na_vs_Null_peak_21943
BGdKO-na_vs_Null_peak_14353	chr7	114851340	114851540	+	42.8	0.000	WT-na_vs_Null_peak_21949
BGdKO-na_vs_Null_peak_14354	chr7	114852391	114852591	+	22.1	0.000	WT-na_vs_Null_peak_21950
BGdKO-na_vs_Null_peak_14356	chr7	115643337	115643537	+	15.7	0.000	WT-na_vs_Null_peak_21952
BGdKO-na_vs_Null_peak_14357	chr7	115932527	115932727	+	5.59	0.000	WT-na_vs_Null_peak_21953
BGdKO-na_vs_Null_peak_14358	chr7	116077677	116077877	+	78.3	0.000	WT-na_vs_Null_peak_21954
BGdKO-na_vs_Null_peak_14359	chr7	116662536	116662736	+	49.6	0.000	WT-na_vs_Null_peak_21955
BGdKO-na_vs_Null_peak_14360	chr7	116847070	116847270	+	16.7	0.000	WT-na_vs_Null_peak_21956
BGdKO-na_vs_Null_peak_14361	chr7	116850632	116850832	+	31.4	0.000	WT-na_vs_Null_peak_21957
BGdKO-na_vs_Null_peak_14362	chr7	116989727	116989927	+	7.82	0.000	WT-na_vs_Null_peak_21962
BGdKO-na_vs_Null_peak_14363	chr7	117129871	117130071	+	37.0	0.000	WT-na_vs_Null_peak_21964
BGdKO-na_vs_Null_peak_14364	chr7	117161629	117161829	+	12.9	0.000	WT-na_vs_Null_peak_21965
BGdKO-na_vs_Null_peak_14365	chr7	117204816	117205016	+	58.4	0.000	WT-na_vs_Null_peak_21966
BGdKO-na_vs_Null_peak_14366	chr7	117265316	117265516	+	39.9	0.000	WT-na_vs_Null_peak_21967
BGdKO-na_vs_Null_peak_14367	chr7	117307721	117307921	+	12.9	0.000	WT-na_vs_Null_peak_21968
BGdKO-na_vs_Null_peak_14368	chr7	117308370	117308570	+	20.4	0.000	WT-na_vs_Null_peak_21969
BGdKO-na_vs_Null_peak_14369	chr7	117940187	117940387	+	46.3	0.000	WT-na_vs_Null_peak_21973
BGdKO-na_vs_Null_peak_14370	chr7	117967655	117967855	+	12.0	0.000	WT-na_vs_Null_peak_21975
BGdKO-na_vs_Null_peak_14371	chr7	117987502	117987702	+	12.6	0.000	WT-na_vs_Null_peak_21976
BGdKO-na_vs_Null_peak_14372	chr7	117987879	117988079	+	41.9	0.000	WT-na_vs_Null_peak_21977
BGdKO-na_vs_Null_peak_14373	chr7	118100076	118100276	+	8.82	0.000	WT-na_vs_Null_peak_21978
BGdKO-na_vs_Null_peak_14374	chr7	118108987	118109187	+	30.6	0.000	WT-na_vs_Null_peak_21979
BGdKO-na_vs_Null_peak_14375	chr7	118121602	118121802	+	20.9	0.000	WT-na_vs_Null_peak_21980
BGdKO-na_vs_Null_peak_14376	chr7	118158535	118158735	+	42.4	0.000	WT-na_vs_Null_peak_21981
BGdKO-na_vs_Null_peak_14377	chr7	118172358	118172558	+	11.1	0.000	WT-na_vs_Null_peak_21982
BGdKO-na_vs_Null_peak_14378	chr7	118226139	118226339	+	12.0	0.000	WT-na_vs_Null_peak_21984
BGdKO-na_vs_Null_peak_14379	chr7	118226608	118226808	+	20.2	0.000	WT-na_vs_Null_peak_21985
BGdKO-na_vs_Null_peak_14381	chr7	118266183	118266383	+	30.5	0.000	WT-na_vs_Null_peak_21986
BGdKO-na_vs_Null_peak_14382	chr7	119166815	119167015	+	11.1	0.000	WT-na_vs_Null_peak_21988
BGdKO-na_vs_Null_peak_14383	chr7	119326823	119327023	+	22.8	0.000	WT-na_vs_Null_peak_21990
BGdKO-na_vs_Null_peak_14384	chr7	119466023	119466223	+	15.7	0.000	WT-na_vs_Null_peak_21992
BGdKO-na_vs_Null_peak_14386	chr7	119782192	119782392	+	9.43	0.000	WT-na_vs_Null_peak_21994
BGdKO-na_vs_Null_peak_14387	chr7	120350719	120350919	+	49.3	0.000	WT-na_vs_Null_peak_21996
BGdKO-na_vs_Null_peak_14388	chr7	120422400	120422600	+	24.9	0.000	WT-na_vs_Null_peak_21998
BGdKO-na_vs_Null_peak_14389	chr7	120512821	120513021	+	26.0	0.000	WT-na_vs_Null_peak_22000
BGdKO-na_vs_Null_peak_14390	chr7	120521523	120521723	+	13.8	0.000	WT-na_vs_Null_peak_22001
BGdKO-na_vs_Null_peak_14391	chr7	120657186	120657386	+	40.5	0.000	WT-na_vs_Null_peak_22002
BGdKO-na_vs_Null_peak_14392	chr7	120847116	120847316	+	8.61	0.000	WT-na_vs_Null_peak_22005
BGdKO-na_vs_Null_peak_14393	chr7	121212714	121212914	+	77.1	0.000	WT-na_vs_Null_peak_22007
BGdKO-na_vs_Null_peak_14394	chr7	121231585	121231785	+	30.3	0.000	WT-na_vs_Null_peak_22010
BGdKO-na_vs_Null_peak_14395	chr7	121304725	121304925	+	20.7	0.000	WT-na_vs_Null_peak_22014
BGdKO-na_vs_Null_peak_14396	chr7	121398203	121398403	+	18.7	0.000	WT-na_vs_Null_peak_22017
BGdKO-na_vs_Null_peak_14397	chr7	121419581	121419781	+	37.7	0.000	WT-na_vs_Null_peak_22018
BGdKO-na_vs_Null_peak_14399	chr7	121425283	121425483	+	30.5	0.000	WT-na_vs_Null_peak_22019
BGdKO-na_vs_Null_peak_14400	chr7	121445042	121445242	+	17.7	0.000	WT-na_vs_Null_peak_22021
BGdKO-na_vs_Null_peak_14401	chr7	121461006	121461206	+	52.6	0.000	WT-na_vs_Null_peak_22023
BGdKO-na_vs_Null_peak_14402	chr7	121623457	121623657	+	77.2	0.000	WT-na_vs_Null_peak_22025
BGdKO-na_vs_Null_peak_14403	chr7	121637652	121637852	+	9.43	0.000	WT-na_vs_Null_peak_22026
BGdKO-na_vs_Null_peak_14404	chr7	121706054	121706254	+	38.7	0.000	WT-na_vs_Null_peak_22027
BGdKO-na_vs_Null_peak_14406	chr7	123236608	123236808	+	46.3	0.000	WT-na_vs_Null_peak_22033
BGdKO-na_vs_Null_peak_14407	chr7	123374794	123374994	+	9.43	0.000	WT-na_vs_Null_peak_22035
BGdKO-na_vs_Null_peak_14408	chr7	123471484	123471684	+	21.5	0.000	WT-na_vs_Null_peak_22036
BGdKO-na_vs_Null_peak_14409	chr7	123477613	123477813	+	38.8	0.000	WT-na_vs_Null_peak_22037
BGdKO-na_vs_Null_peak_14410	chr7	123586921	123587121	+	11.8	0.000	WT-na_vs_Null_peak_22039
BGdKO-na_vs_Null_peak_14411	chr7	123602675	123602875	+	23.9	0.000	WT-na_vs_Null_peak_22040
BGdKO-na_vs_Null_peak_14412	chr7	123647703	123647903	+	29.4	0.000	WT-na_vs_Null_peak_22041
BGdKO-na_vs_Null_peak_14413	chr7	124558254	124558454	+	14.8	0.000	WT-na_vs_Null_peak_22044
BGdKO-na_vs_Null_peak_14414	chr7	124572537	124572737	+	24.0	0.000	WT-na_vs_Null_peak_22046
BGdKO-na_vs_Null_peak_14415	chr7	124757386	124757586	+	27.3	0.000	WT-na_vs_Null_peak_22049
BGdKO-na_vs_Null_peak_14416	chr7	125259612	125259812	+	19.7	0.000	WT-na_vs_Null_peak_22051
BGdKO-na_vs_Null_peak_14417	chr7	125263572	125263772	+	13.7	0.000	WT-na_vs_Null_peak_22052
BGdKO-na_vs_Null_peak_14418	chr7	125273088	125273288	+	51.2	0.000	WT-na_vs_Null_peak_22053
BGdKO-na_vs_Null_peak_14419	chr7	125387250	125387450	+	51.0	0.000	WT-na_vs_Null_peak_22054
BGdKO-na_vs_Null_peak_14420	chr7	125418876	125419076	+	23.0	0.000	WT-na_vs_Null_peak_22056
BGdKO-na_vs_Null_peak_14422	chr7	125448439	125448639	+	15.7	0.000	WT-na_vs_Null_peak_22058
BGdKO-na_vs_Null_peak_14423	chr7	125676473	125676673	+	52.4	0.000	WT-na_vs_Null_peak_22061
BGdKO-na_vs_Null_peak_14424	chr7	125676825	125677025	+	37.3	0.000	WT-na_vs_Null_peak_22062
BGdKO-na_vs_Null_peak_14425	chr7	125855880	125856080	+	45.0	0.000	WT-na_vs_Null_peak_22065
BGdKO-na_vs_Null_peak_14426	chr7	125883579	125883779	+	25.3	0.000	WT-na_vs_Null_peak_22066
BGdKO-na_vs_Null_peak_14427	chr7	125884088	125884288	+	28.6	0.000	WT-na_vs_Null_peak_22067
BGdKO-na_vs_Null_peak_14428	chr7	125999152	125999352	+	30.5	0.000	WT-na_vs_Null_peak_22068
BGdKO-na_vs_Null_peak_14430	chr7	126864247	126864447	+	19.9	0.000	WT-na_vs_Null_peak_22072
BGdKO-na_vs_Null_peak_14431	chr7	126937479	126937679	+	16.6	0.000	WT-na_vs_Null_peak_22073
BGdKO-na_vs_Null_peak_14432	chr7	126979567	126979767	+	55.8	0.000	WT-na_vs_Null_peak_22074
BGdKO-na_vs_Null_peak_14433	chr7	126979974	126980174	+	29.3	0.000	WT-na_vs_Null_peak_22075
BGdKO-na_vs_Null_peak_14434	chr7	127005242	127005442	+	11.3	0.000	WT-na_vs_Null_peak_22076
BGdKO-na_vs_Null_peak_14435	chr7	127039218	127039418	+	29.8	0.000	WT-na_vs_Null_peak_22077
BGdKO-na_vs_Null_peak_14437	chr7	127778616	127778816	+	18.4	0.000	WT-na_vs_Null_peak_22078
BGdKO-na_vs_Null_peak_14438	chr7	127843295	127843495	+	11.1	0.000	WT-na_vs_Null_peak_22082
BGdKO-na_vs_Null_peak_14439	chr7	127898268	127898468	+	22.8	0.000	WT-na_vs_Null_peak_22084
BGdKO-na_vs_Null_peak_14440	chr7	127978508	127978708	+	46.7	0.000	WT-na_vs_Null_peak_22085
BGdKO-na_vs_Null_peak_14442	chr7	127979308	127979508	+	12.2	0.000	WT-na_vs_Null_peak_22086
BGdKO-na_vs_Null_peak_14443	chr7	127986153	127986353	+	28.7	0.000	WT-na_vs_Null_peak_22087
BGdKO-na_vs_Null_peak_14444	chr7	128061084	128061284	+	37.4	0.000	WT-na_vs_Null_peak_22089
BGdKO-na_vs_Null_peak_14445	chr7	128062140	128062340	+	20.5	0.000	WT-na_vs_Null_peak_22090
BGdKO-na_vs_Null_peak_14446	chr7	128125804	128126004	+	60.5	0.000	WT-na_vs_Null_peak_22092
BGdKO-na_vs_Null_peak_14447	chr7	128177960	128178160	+	21.7	0.000	WT-na_vs_Null_peak_22093
BGdKO-na_vs_Null_peak_14448	chr7	128207941	128208141	+	12.9	0.000	WT-na_vs_Null_peak_22095
BGdKO-na_vs_Null_peak_14449	chr7	128850983	128851183	+	26.4	0.000	WT-na_vs_Null_peak_22097
BGdKO-na_vs_Null_peak_14450	chr7	129125156	129125356	+	22.8	0.000	WT-na_vs_Null_peak_22099
BGdKO-na_vs_Null_peak_14451	chr7	129195580	129195780	+	8.61	0.000	WT-na_vs_Null_peak_22101
BGdKO-na_vs_Null_peak_14453	chr7	129210831	129211031	+	19.3	0.000	WT-na_vs_Null_peak_22102
BGdKO-na_vs_Null_peak_14454	chr7	129245339	129245539	+	20.7	0.000	WT-na_vs_Null_peak_22104
BGdKO-na_vs_Null_peak_14455	chr7	129276396	129276596	+	67.7	0.000	WT-na_vs_Null_peak_22105
BGdKO-na_vs_Null_peak_14457	chr7	129432479	129432679	+	22.9	0.000	WT-na_vs_Null_peak_22110
BGdKO-na_vs_Null_peak_14458	chr7	129537687	129537887	+	11.0	0.000	WT-na_vs_Null_peak_22114
BGdKO-na_vs_Null_peak_14459	chr7	129545711	129545911	+	12.9	0.000	WT-na_vs_Null_peak_22115
BGdKO-na_vs_Null_peak_14460	chr7	129557659	129557859	+	16.7	0.000	WT-na_vs_Null_peak_22116
BGdKO-na_vs_Null_peak_14461	chr7	129685370	129685570	+	7.82	0.000	WT-na_vs_Null_peak_22118
BGdKO-na_vs_Null_peak_14462	chr7	130063797	130063997	+	22.8	0.000	WT-na_vs_Null_peak_22119
BGdKO-na_vs_Null_peak_14463	chr7	130083901	130084101	+	28.6	0.000	WT-na_vs_Null_peak_22121
BGdKO-na_vs_Null_peak_14464	chr7	130113293	130113493	+	29.9	0.000	WT-na_vs_Null_peak_22122
BGdKO-na_vs_Null_peak_14466	chr7	130267552	130267752	+	10.3	0.000	WT-na_vs_Null_peak_22126
BGdKO-na_vs_Null_peak_14467	chr7	130513343	130513543	+	24.4	0.000	WT-na_vs_Null_peak_22129
BGdKO-na_vs_Null_peak_14468	chr7	130521292	130521492	+	62.1	0.000	WT-na_vs_Null_peak_22130
BGdKO-na_vs_Null_peak_14470	chr7	132588433	132588633	+	18.8	0.000	WT-na_vs_Null_peak_22132
BGdKO-na_vs_Null_peak_14471	chr7	132615507	132615707	+	22.7	0.000	WT-na_vs_Null_peak_22133
BGdKO-na_vs_Null_peak_14472	chr7	132632352	132632552	+	38.9	0.000	WT-na_vs_Null_peak_22134
BGdKO-na_vs_Null_peak_14473	chr7	132634992	132635192	+	10.8	0.000	WT-na_vs_Null_peak_22135
BGdKO-na_vs_Null_peak_14474	chr7	132724815	132725015	+	19.3	0.000	WT-na_vs_Null_peak_22139
BGdKO-na_vs_Null_peak_14475	chr7	132732360	132732560	+	14.3	0.000	WT-na_vs_Null_peak_22140
BGdKO-na_vs_Null_peak_14476	chr7	132737472	132737672	+	10.3	0.000	WT-na_vs_Null_peak_22141
BGdKO-na_vs_Null_peak_14478	chr7	132750963	132751163	+	17.3	0.000	WT-na_vs_Null_peak_22143
BGdKO-na_vs_Null_peak_14479	chr7	132773967	132774167	+	24.9	0.000	WT-na_vs_Null_peak_22145
BGdKO-na_vs_Null_peak_14480	chr7	132779100	132779300	+	13.0	0.000	WT-na_vs_Null_peak_22146
BGdKO-na_vs_Null_peak_14481	chr7	132782473	132782673	+	11.5	0.000	WT-na_vs_Null_peak_22147
BGdKO-na_vs_Null_peak_14482	chr7	132851146	132851346	+	44.9	0.000	WT-na_vs_Null_peak_22148
BGdKO-na_vs_Null_peak_14483	chr7	133344011	133344211	+	30.5	0.000	WT-na_vs_Null_peak_22151
BGdKO-na_vs_Null_peak_14484	chr7	133428912	133429112	+	13.4	0.000	WT-na_vs_Null_peak_22155
BGdKO-na_vs_Null_peak_14485	chr7	133467343	133467543	+	31.6	0.000	WT-na_vs_Null_peak_22156
BGdKO-na_vs_Null_peak_14486	chr7	133473820	133474020	+	14.8	0.000	WT-na_vs_Null_peak_22158
BGdKO-na_vs_Null_peak_14487	chr7	133512987	133513187	+	19.7	0.000	WT-na_vs_Null_peak_22160
BGdKO-na_vs_Null_peak_14488	chr7	133520894	133521094	+	39.1	0.000	WT-na_vs_Null_peak_22161
BGdKO-na_vs_Null_peak_14489	chr7	133540286	133540486	+	51.0	0.000	WT-na_vs_Null_peak_22163
BGdKO-na_vs_Null_peak_14490	chr7	133613720	133613920	+	41.1	0.000	WT-na_vs_Null_peak_22166
BGdKO-na_vs_Null_peak_14491	chr7	133630690	133630890	+	22.8	0.000	WT-na_vs_Null_peak_22169
BGdKO-na_vs_Null_peak_14492	chr7	133647127	133647327	+	27.1	0.000	WT-na_vs_Null_peak_22171
BGdKO-na_vs_Null_peak_14493	chr7	133709851	133710051	+	19.7	0.000	WT-na_vs_Null_peak_22172
BGdKO-na_vs_Null_peak_14494	chr7	133792706	133792906	+	37.5	0.000	WT-na_vs_Null_peak_22174
BGdKO-na_vs_Null_peak_14495	chr7	133799335	133799535	+	14.8	0.000	WT-na_vs_Null_peak_22176
BGdKO-na_vs_Null_peak_14496	chr7	133836855	133837055	+	23.7	0.000	WT-na_vs_Null_peak_22177
BGdKO-na_vs_Null_peak_14497	chr7	133839331	133839531	+	17.6	0.000	WT-na_vs_Null_peak_22179
BGdKO-na_vs_Null_peak_14498	chr7	133845965	133846165	+	20.8	0.000	WT-na_vs_Null_peak_22180
BGdKO-na_vs_Null_peak_14499	chr7	133847717	133847917	+	13.2	0.000	WT-na_vs_Null_peak_22181
BGdKO-na_vs_Null_peak_14502	chr7	133920270	133920470	+	11.1	0.000	WT-na_vs_Null_peak_22184
BGdKO-na_vs_Null_peak_14503	chr7	133935936	133936136	+	28.2	0.000	WT-na_vs_Null_peak_22186
BGdKO-na_vs_Null_peak_14504	chr7	133942724	133942924	+	30.7	0.000	WT-na_vs_Null_peak_22187
BGdKO-na_vs_Null_peak_14505	chr7	133942998	133943198	+	15.4	0.000	WT-na_vs_Null_peak_22188
BGdKO-na_vs_Null_peak_14506	chr7	134005779	134005979	+	19.7	0.000	WT-na_vs_Null_peak_22191
BGdKO-na_vs_Null_peak_14507	chr7	134119453	134119653	+	21.7	0.000	WT-na_vs_Null_peak_22196
BGdKO-na_vs_Null_peak_14508	chr7	134160802	134161002	+	26.5	0.000	WT-na_vs_Null_peak_22197
BGdKO-na_vs_Null_peak_14509	chr7	134170958	134171158	+	31.1	0.000	WT-na_vs_Null_peak_22199
BGdKO-na_vs_Null_peak_14510	chr7	134185849	134186049	+	16.7	0.000	WT-na_vs_Null_peak_22200
BGdKO-na_vs_Null_peak_14511	chr7	134234707	134234907	+	52.8	0.000	WT-na_vs_Null_peak_22201
BGdKO-na_vs_Null_peak_14512	chr7	134248144	134248344	+	15.7	0.000	WT-na_vs_Null_peak_22202
BGdKO-na_vs_Null_peak_14513	chr7	134288030	134288230	+	13.8	0.000	WT-na_vs_Null_peak_22207
BGdKO-na_vs_Null_peak_14514	chr7	134324334	134324534	+	20.7	0.000	WT-na_vs_Null_peak_22208
BGdKO-na_vs_Null_peak_14515	chr7	134339517	134339717	+	38.7	0.000	WT-na_vs_Null_peak_22210
BGdKO-na_vs_Null_peak_14516	chr7	134352400	134352600	+	53.4	0.000	WT-na_vs_Null_peak_22211
BGdKO-na_vs_Null_peak_14517	chr7	134358854	134359054	+	12.7	0.000	WT-na_vs_Null_peak_22212
BGdKO-na_vs_Null_peak_14518	chr7	134361907	134362107	+	19.9	0.000	WT-na_vs_Null_peak_22213
BGdKO-na_vs_Null_peak_14519	chr7	134397549	134397749	+	7.82	0.000	WT-na_vs_Null_peak_22217
BGdKO-na_vs_Null_peak_14520	chr7	134404200	134404400	+	63.1	0.000	WT-na_vs_Null_peak_22219
BGdKO-na_vs_Null_peak_14521	chr7	134417523	134417723	+	17.7	0.000	WT-na_vs_Null_peak_22220
BGdKO-na_vs_Null_peak_14522	chr7	134428771	134428971	+	32.3	0.000	WT-na_vs_Null_peak_22222
BGdKO-na_vs_Null_peak_14523	chr7	134431547	134431747	+	16.5	0.000	WT-na_vs_Null_peak_22223
BGdKO-na_vs_Null_peak_14524	chr7	134439713	134439913	+	10.3	0.000	WT-na_vs_Null_peak_22224
BGdKO-na_vs_Null_peak_14525	chr7	134519500	134519700	+	50.0	0.000	WT-na_vs_Null_peak_22227
BGdKO-na_vs_Null_peak_14526	chr7	134537157	134537357	+	23.9	0.000	WT-na_vs_Null_peak_22230
BGdKO-na_vs_Null_peak_14527	chr7	134565533	134565733	+	9.43	0.000	WT-na_vs_Null_peak_22232
BGdKO-na_vs_Null_peak_14528	chr7	134592661	134592861	+	46.2	0.000	WT-na_vs_Null_peak_22233
BGdKO-na_vs_Null_peak_14529	chr7	134614358	134614558	+	23.9	0.000	WT-na_vs_Null_peak_22234
BGdKO-na_vs_Null_peak_14531	chr7	134621902	134622102	+	17.5	0.000	WT-na_vs_Null_peak_22237
BGdKO-na_vs_Null_peak_14532	chr7	134655388	134655588	+	31.6	0.000	WT-na_vs_Null_peak_22238
BGdKO-na_vs_Null_peak_14533	chr7	134716687	134716887	+	64.4	0.000	WT-na_vs_Null_peak_22241
BGdKO-na_vs_Null_peak_14534	chr7	134731666	134731866	+	18.2	0.000	WT-na_vs_Null_peak_22242
BGdKO-na_vs_Null_peak_14535	chr7	134732140	134732340	+	31.1	0.000	WT-na_vs_Null_peak_22243
